Code	Status	Partner_Agency	639_3	639_2	B_Code	bt_equiv	639_1	Reference_Name	Element_Scope	Language_Type	Documentation
tey	A	SIL	tey					Tulishi	I	L	SIL
tfi	A	SIL	tfi					Tofin Gbe	I	L	SIL
tfn	A	SIL	tfn					Tanaina	I	L	SIL
tfo	A	SIL	tfo					Tefaro	I	L	SIL
tfr	A	SIL	tfr					Teribe	I	L	SIL
tft	A	SIL	tft					Ternate	I	L	SIL
tga	A	SIL	tga					Sagalla	I	L	SIL
tgb	A	SIL	tgb					Tobilung	I	L	SIL
tgc	A	SIL	tgc					Tigak	I	L	SIL
tgd	A	SIL	tgd					Ciwogai	I	L	SIL
tge	A	SIL	tge					Eastern Gorkha Tamang	I	L	SIL
tgf	A	SIL	tgf					Chalikha	I	L	SIL
tgg	A	SIL	tgg					Tangga	I	L	SIL
tgh	A	SIL	tgh					Tobagonian Creole English	I	L	SIL
tgi	A	SIL	tgi					Lawunuia	I	L	SIL
tgj	A	SIL	tgj					Tagin	I	L	
tgk	A	JAC	tgk	tgk			tg	Tajik	I	L	SIL
tgl	A	JAC	tgl	tgl			tl	Tagalog	I	L	SIL
tgn	A	SIL	tgn					Tandaganon	I	L	
tgo	A	SIL	tgo					Sudest	I	L	SIL
tgp	A	SIL	tgp					Tangoa	I	L	SIL
tgq	A	SIL	tgq					Tring	I	L	SIL
tgr	A	SIL	tgr					Tareng	I	L	SIL
tgs	A	SIL	tgs					Nume	I	L	SIL
tgt	A	SIL	tgt					Central Tagbanwa	I	L	SIL
tgu	A	SIL	tgu					Tanggu	I	L	SIL
tgv	A	SIL	tgv					Tingui-Boto	I	E	SIL
tgw	A	SIL	tgw					Tagwana Senoufo	I	L	SIL
tgx	A	SIL	tgx					Tagish	I	L	SIL
tgy	A	SIL	tgy					Togoyo	I	E	SIL
tgz	A	SIL	tgz					Tagalaka	I	E	
tha	A	JAC	tha	tha			th	Thai	I	L	SIL
thc	A	SIL	thc					Tai Hang Tong	I	L	SIL
thd	A	SIL	thd					Thayore	I	L	SIL
the	A	SIL	the					Chitwania Tharu	I	L	SIL
thf	A	SIL	thf					Thangmi	I	L	SIL
thh	A	SIL	thh					Northern Tarahumara	I	L	SIL
thi	A	SIL	thi					Tai Long	I	L	SIL
thk	A	SIL	thk					Tharaka	I	L	SIL
thl	A	SIL	thl					Dangaura Tharu	I	L	SIL
thm	A	SIL	thm					Aheu	I	L	SIL
thn	A	SIL	thn					Thachanadan	I	L	SIL
thp	A	SIL	thp					Thompson	I	L	SIL
thq	A	SIL	thq					Kochila Tharu	I	L	SIL
thr	A	SIL	thr					Rana Tharu	I	L	SIL
ths	A	SIL	ths					Thakali	I	L	SIL
tht	A	SIL	tht					Tahltan	I	L	SIL
thu	A	SIL	thu					Thuri	I	L	SIL
thv	A	SIL	thv					Tahaggart Tamahaq	I	L	SIL
thw	A	SIL	thw					Thudam	I	L	SIL
thx	A	SIL	thx					The	I	L	SIL
thy	A	SIL	thy					Tha	I	L	SIL
thz	A	SIL	thz					Tayart Tamajeq	I	L	SIL
tia	A	SIL	tia					Tidikelt Tamazight	I	L	SIL
tib	A	JACB		tib		bod	bo	Tibetan	I	L	
tic	A	SIL	tic					Tira	I	L	SIL
tid	A	SIL	tid					Tidong	I	L	SIL
tie	R	SIL	tie					Tingal	I	L	
tif	A	SIL	tif					Tifal	I	L	SIL
tig	A	JAC	tig	tig				Tigre	I	L	SIL
tih	A	SIL	tih					Timugon Murut	I	L	SIL
tii	A	SIL	tii					Tiene	I	L	SIL
tij	A	SIL	tij					Tilung	I	L	SIL
tik	A	SIL	tik					Tikar	I	L	SIL
til	A	SIL	til					Tillamook	I	E	SIL
tim	A	SIL	tim					Timbe	I	L	SIL
tin	A	SIL	tin					Tindi	I	L	SIL
tio	A	SIL	tio					Teop	I	L	SIL
tip	A	SIL	tip					Trimuris	I	L	SIL
tiq	A	SIL	tiq					Tiéfo	I	L	SIL
tir	A	JAC	tir	tir			ti	Tigrinya	I	L	SIL
tis	A	SIL	tis					Masadiit Itneg	I	L	SIL
tit	A	SIL	tit					Tinigua	I	L	SIL
tiu	A	SIL	tiu					Adasen	I	L	SIL
tiv	A	JAC	tiv	tiv				Tiv	I	L	SIL
tiw	A	SIL	tiw					Tiwi	I	L	SIL
tix	A	SIL	tix					Southern Tiwa	I	L	SIL
tiy	A	SIL	tiy					Tiruray	I	L	SIL
tiz	A	SIL	tiz					Tai Hongjin	I	L	SIL
tja	A	SIL	tja					Tajuasohn	I	L	SIL
tjg	A	SIL	tjg					Tunjung	I	L	SIL
tji	A	SIL	tji					Northern Tujia	I	L	SIL
tjl	A	SIL	tjl					Tai Laing	I	L	
tjm	A	LL	tjm					Timucua	I	E	
tjn	A	SIL	tjn					Tonjon	I	E	SIL
tjo	A	SIL	tjo					Temacine Tamazight	I	L	SIL
tjs	A	SIL	tjs					Southern Tujia	I	L	SIL
tju	A	SIL	tju					Tjurruru	I	E	SIL
tka	A	SIL	tka					Truká	I	E	SIL
tkb	A	SIL	tkb					Buksa	I	L	SIL
tkd	A	SIL	tkd					Tukudede	I	L	SIL
tke	A	SIL	tke					Takwane	I	L	SIL
tkf	A	SIL	tkf					Tukumanféd	I	E	SIL
tkg	A	SIL	tkg					Tesaka Malagasy	I	L	
tkk	R	SIL	tkk					Takpa	I	L	
tkl	A	JAC	tkl	tkl				Tokelau	I	L	SIL
tkm	A	SIL	tkm					Takelma	I	E	SIL
tkn	A	SIL	tkn					Toku-No-Shima	I	L	SIL
tkp	A	SIL	tkp					Tikopia	I	L	SIL
tkq	A	SIL	tkq					Tee	I	L	SIL
tkr	A	SIL	tkr					Tsakhur	I	L	SIL
tks	A	SIL	tks					Takestani	I	L	SIL
tkt	A	SIL	tkt					Kathoriya Tharu	I	L	SIL
tku	A	SIL	tku					Upper Necaxa Totonac	I	L	SIL
tkw	A	SIL	tkw					Teanu	I	L	SIL
tkx	A	SIL	tkx					Tangko	I	L	SIL
tkz	A	SIL	tkz					Takua	I	L	SIL
tla	A	SIL	tla					Southwestern Tepehuan	I	L	SIL
tlb	A	SIL	tlb					Tobelo	I	L	SIL
tlc	A	SIL	tlc					Yecuatla Totonac	I	L	SIL
tld	A	SIL	tld					Talaud	I	L	SIL
tle	R	SIL	tle					Southern Marakwet	I	L	
tlf	A	SIL	tlf					Telefol	I	L	SIL
tlg	A	SIL	tlg					Tofanma	I	L	SIL
tlh	A	JAC	tlh	tlh				Klingon	I	C	LL
tli	A	JAC	tli	tli				Tlingit	I	L	SIL
tlj	A	SIL	tlj					Talinga-Bwisi	I	L	SIL
tlk	A	SIL	tlk					Taloki	I	L	SIL
tll	A	SIL	tll					Tetela	I	L	SIL
tlm	A	SIL	tlm					Tolomako	I	L	SIL
tln	A	SIL	tln					Talondo'	I	L	SIL
tlo	A	SIL	tlo					Talodi	I	L	SIL
tlp	A	SIL	tlp					Filomena Mata-Coahuitlán Totonac	I	L	SIL
tlq	A	SIL	tlq					Tai Loi	I	L	SIL
tlr	A	SIL	tlr					Talise	I	L	SIL
tls	A	SIL	tls					Tambotalo	I	L	SIL
tlt	A	SIL	tlt					Teluti	I	L	SIL
tlu	A	SIL	tlu					Tulehu	I	L	SIL
tlv	A	SIL	tlv					Taliabu	I	L	SIL
tlw	R	SIL	tlw					South Wemale	I	L	
tlx	A	SIL	tlx					Khehek	I	L	SIL
tly	A	SIL	tly					Talysh	I	L	SIL
tlz	R	SIL	tlz					Toala'	I	L	
tma	A	SIL	tma					Tama (Chad)	I	L	SIL
tmb	A	SIL	tmb					Katbol	I	L	SIL
tmc	A	SIL	tmc					Tumak	I	L	SIL
tmd	A	SIL	tmd					Haruai	I	L	SIL
tme	A	SIL	tme					Tremembé	I	E	SIL
tmf	A	SIL	tmf					Toba-Maskoy	I	L	SIL
tmg	A	SIL	tmg					Ternateño	I	E	SIL
tmh	A	JAC	tmh	tmh				Tamashek	M	L	
tmi	A	SIL	tmi					Tutuba	I	L	SIL
tmj	A	SIL	tmj					Samarokena	I	L	SIL
tmk	A	SIL	tmk					Northwestern Tamang	I	L	SIL
tml	A	SIL	tml					Tamnim Citak	I	L	SIL
tmm	A	SIL	tmm					Tai Thanh	I	L	SIL
tmn	A	SIL	tmn					Taman (Indonesia)	I	L	SIL
tmo	A	SIL	tmo					Temoq	I	L	SIL
tmp	A	SIL	tmp					Tai Mène	I	L	SIL
tmq	A	SIL	tmq					Tumleo	I	L	SIL
tmr	A	SIL	tmr					Jewish Babylonian Aramaic (ca. 200-1200 CE)	I	E	SIL
tms	A	SIL	tms					Tima	I	L	SIL
tmt	A	SIL	tmt					Tasmate	I	L	SIL
tmu	A	SIL	tmu					Iau	I	L	SIL
tmv	A	SIL	tmv					Tembo (Motembo)	I	L	SIL
tmw	A	SIL	tmw					Temuan	I	L	SIL
tmx	R	SIL	tmx					Tomyang	I	L	
tmy	A	SIL	tmy					Tami	I	L	SIL
tmz	A	SIL	tmz					Tamanaku	I	E	SIL
tna	A	SIL	tna					Tacana	I	L	SIL
tnb	A	SIL	tnb					Western Tunebo	I	L	SIL
tnc	A	SIL	tnc					Tanimuca-Retuarã	I	L	SIL
tnd	A	SIL	tnd					Angosturas Tunebo	I	L	SIL
tne	A	SIL	tne					Tinoc Kallahan	I	L	SIL
tnf	R	SIL	tnf					Tangshewi	I	L	
tng	A	SIL	tng					Tobanga	I	L	SIL
tnh	A	SIL	tnh					Maiani	I	L	SIL
tni	A	SIL	tni					Tandia	I	L	SIL
tnj	R	SIL	tnj					Tanjong	I	L	
tnk	A	SIL	tnk					Kwamera	I	L	SIL
tnl	A	SIL	tnl					Lenakel	I	L	SIL
tnm	A	SIL	tnm					Tabla	I	L	SIL
tnn	A	SIL	tnn					North Tanna	I	L	SIL
tno	A	SIL	tno					Toromono	I	L	SIL
tnp	A	SIL	tnp					Whitesands	I	L	SIL
tnq	A	SIL	tnq					Taino	I	E	SIL
tnr	A	SIL	tnr					Bedik	I	L	SIL
tns	A	SIL	tns					Tenis	I	L	SIL
tnt	A	SIL	tnt					Tontemboan	I	L	SIL
tnu	A	SIL	tnu					Tay Khang	I	L	SIL
tnv	A	SIL	tnv					Tangchangya	I	L	SIL
tnw	A	SIL	tnw					Tonsawang	I	L	SIL
tnx	A	SIL	tnx					Tanema	I	L	SIL
tny	A	SIL	tny					Tongwe	I	L	SIL
tnz	A	SIL	tnz					Tonga (Thailand)	I	L	SIL
tob	A	SIL	tob					Toba	I	L	SIL
toc	A	SIL	toc					Coyutla Totonac	I	L	SIL
tod	A	SIL	tod					Toma	I	L	SIL
toe	A	SIL	toe					Tomedes	I	E	SIL
tof	A	SIL	tof					Gizrra	I	L	SIL
tog	A	JAC	tog	tog				Tonga (Nyasa)	I	L	SIL
toh	A	SIL	toh					Gitonga	I	L	SIL
toi	A	SIL	toi					Tonga (Zambia)	I	L	SIL
toj	A	SIL	toj					Tojolabal	I	L	SIL
tol	A	SIL	tol					Tolowa	I	L	SIL
tom	A	SIL	tom					Tombulu	I	L	SIL
ton	A	JAC	ton	ton			to	Tonga (Tonga Islands)	I	L	SIL
too	A	SIL	too					Xicotepec De Juárez Totonac	I	L	SIL
top	A	SIL	top					Papantla Totonac	I	L	SIL
toq	A	SIL	toq					Toposa	I	L	SIL
tor	A	SIL	tor					Togbo-Vara Banda	I	L	SIL
tos	A	SIL	tos					Highland Totonac	I	L	SIL
tot	R	SIL	tot					Patla-Chicontla Totonac	I	L	
tou	A	SIL	tou					Tho	I	L	SIL
tov	A	SIL	tov					Upper Taromi	I	L	SIL
tow	A	SIL	tow					Jemez	I	L	SIL
tox	A	SIL	tox					Tobian	I	L	SIL
toy	A	SIL	toy					Topoiyo	I	L	SIL
toz	A	SIL	toz					To	I	L	SIL
tpa	A	SIL	tpa					Taupota	I	L	SIL
tpc	A	SIL	tpc					Azoyú Me'phaa	I	L	SIL
tpe	A	SIL	tpe					Tippera	I	L	SIL
tpf	A	SIL	tpf					Tarpia	I	L	SIL
tpg	A	SIL	tpg					Kula	I	L	SIL
tpi	A	JAC	tpi	tpi				Tok Pisin	I	L	SIL
tpj	A	SIL	tpj					Tapieté	I	L	SIL
tpk	A	SIL	tpk					Tupinikin	I	E	SIL
tpl	A	SIL	tpl					Tlacoapa Me'phaa	I	L	SIL
tpm	A	SIL	tpm					Tampulma	I	L	SIL
tpn	A	SIL	tpn					Tupinambá	I	E	SIL
tpo	A	SIL	tpo					Tai Pao	I	L	SIL
tpp	A	SIL	tpp					Pisaflores Tepehua	I	L	SIL
tpq	A	SIL	tpq					Tukpa	I	L	SIL
tpr	A	SIL	tpr					Tuparí	I	L	SIL
tpt	A	SIL	tpt					Tlachichilco Tepehua	I	L	SIL
tpu	A	SIL	tpu					Tampuan	I	L	SIL
tpv	A	SIL	tpv					Tanapag	I	L	SIL
tpw	A	SIL	tpw					Tupí	I	E	SIL
tpx	A	SIL	tpx					Acatepec Me'phaa	I	L	SIL
tpy	A	SIL	tpy					Trumai	I	L	SIL
tpz	A	SIL	tpz					Tinputz	I	L	SIL
tqb	A	SIL	tqb					Tembé	I	L	SIL
tql	A	SIL	tql					Lehali	I	L	SIL
tqm	A	SIL	tqm					Turumsa	I	L	SIL
tqn	A	SIL	tqn					Tenino	I	L	SIL
tqo	A	SIL	tqo					Toaripi	I	L	SIL
tqp	A	SIL	tqp					Tomoip	I	L	SIL
tqq	A	SIL	tqq					Tunni	I	L	SIL
tqr	A	SIL	tqr					Torona	I	E	SIL
tqt	A	SIL	tqt					Western Totonac	I	L	SIL
tqu	A	SIL	tqu					Touo	I	L	SIL
tqw	A	SIL	tqw					Tonkawa	I	E	SIL
tra	A	SIL	tra					Tirahi	I	L	SIL
trb	A	SIL	trb					Terebu	I	L	SIL
trc	A	SIL	trc					Copala Triqui	I	L	SIL
trd	A	SIL	trd					Turi	I	L	SIL
tre	A	SIL	tre					East Tarangan	I	L	SIL
trf	A	SIL	trf					Trinidadian Creole English	I	L	SIL
trg	A	SIL	trg					Lishán Didán	I	L	SIL
trh	A	SIL	trh					Turaka	I	L	SIL
tri	A	SIL	tri					Trió	I	L	SIL
trj	A	SIL	trj					Toram	I	L	SIL
trk	A	JAC5		trk				Turkic languages	C	Genetic	
trl	A	SIL	trl					Traveller Scottish	I	L	SIL
trm	A	SIL	trm					Tregami	I	L	SIL
trn	A	SIL	trn					Trinitario	I	L	SIL
tro	A	SIL	tro					Tarao Naga	I	L	SIL
trp	A	SIL	trp					Kok Borok	I	L	SIL
trq	A	SIL	trq					San Martín Itunyoso Triqui	I	L	SIL
trr	A	SIL	trr					Taushiro	I	L	SIL
trs	A	SIL	trs					Chicahuaxtla Triqui	I	L	SIL
trt	A	SIL	trt					Tunggare	I	L	SIL
tru	A	SIL	tru					Turoyo	I	L	SIL
trv	A	SIL	trv					Taroko	I	L	SIL
trw	A	SIL	trw					Torwali	I	L	SIL
trx	A	SIL	trx					Tringgus-Sembaan Bidayuh	I	L	SIL
try	A	SIL	try					Turung	I	E	SIL
trz	A	SIL	trz					Torá	I	E	SIL
tsa	A	SIL	tsa					Tsaangi	I	L	SIL
tsb	A	SIL	tsb					Tsamai	I	L	SIL
tsc	A	SIL	tsc					Tswa	I	L	SIL
tsd	A	SIL	tsd					Tsakonian	I	L	SIL
tse	A	SIL	tse					Tunisian Sign Language	I	L	SIL
tsf	A	SIL	tsf					Southwestern Tamang	I	L	SIL
tsg	A	SIL	tsg					Tausug	I	L	SIL
tsh	A	SIL	tsh					Tsuvan	I	L	SIL
tsi	A	JAC	tsi	tsi				Tsimshian	I	L	SIL
tsj	A	SIL	tsj					Tshangla	I	L	SIL
tsk	A	SIL	tsk					Tseku	I	L	SIL
tsl	A	SIL	tsl					Ts'ün-Lao	I	L	SIL
tsm	A	SIL	tsm					Turkish Sign Language	I	L	SIL
tsn	A	JAC	tsn	tsn			tn	Tswana	I	L	SIL
tso	A	JAC	tso	tso			ts	Tsonga	I	L	SIL
tsp	A	SIL	tsp					Northern Toussian	I	L	SIL
tsq	A	SIL	tsq					Thai Sign Language	I	L	SIL
tsr	A	SIL	tsr					Akei	I	L	SIL
tss	A	SIL	tss					Taiwan Sign Language	I	L	SIL
tst	A	SIL	tst					Tondi Songway Kiini	I	L	
tsu	A	SIL	tsu					Tsou	I	L	SIL
tsv	A	SIL	tsv					Tsogo	I	L	SIL
tsw	A	SIL	tsw					Tsishingini	I	L	SIL
tsx	A	SIL	tsx					Mubami	I	L	SIL
tsy	A	SIL	tsy					Tebul Sign Language	I	L	SIL
tsz	A	SIL	tsz					Purepecha	I	L	SIL
tta	A	SIL	tta					Tutelo	I	E	SIL
ttb	A	SIL	ttb					Gaa	I	L	SIL
ttc	A	SIL	ttc					Tektiteko	I	L	SIL
ttd	A	SIL	ttd					Tauade	I	L	SIL
tte	A	SIL	tte					Bwanabwana	I	L	SIL
ttf	A	SIL	ttf					Tuotomb	I	L	SIL
ttg	A	SIL	ttg					Tutong	I	L	SIL
tth	A	SIL	tth					Upper Ta'oih	I	L	SIL
tti	A	SIL	tti					Tobati	I	L	SIL
ttj	A	SIL	ttj					Tooro	I	L	SIL
ttk	A	SIL	ttk					Totoro	I	L	SIL
ttl	A	SIL	ttl					Totela	I	L	SIL
ttm	A	SIL	ttm					Northern Tutchone	I	L	SIL
ttn	A	SIL	ttn					Towei	I	L	SIL
tto	A	SIL	tto					Lower Ta'oih	I	L	SIL
ttp	A	SIL	ttp					Tombelala	I	L	SIL
ttq	A	SIL	ttq					Tawallammat Tamajaq	I	L	SIL
ttr	A	SIL	ttr					Tera	I	L	SIL
tts	A	SIL	tts					Northeastern Thai	I	L	SIL
ttt	A	SIL	ttt					Muslim Tat	I	L	SIL
ttu	A	SIL	ttu					Torau	I	L	SIL
ttv	A	SIL	ttv					Titan	I	L	SIL
ttw	A	SIL	ttw					Long Wat	I	L	SIL
ttx	R	SIL	ttx					Tutong 1	I	L	
tty	A	SIL	tty					Sikaritai	I	L	SIL
ttz	A	SIL	ttz					Tsum	I	L	SIL
tua	A	SIL	tua					Wiarumus	I	L	SIL
tub	A	SIL	tub					Tübatulabal	I	L	SIL
tuc	A	SIL	tuc					Mutu	I	L	SIL
tud	A	SIL	tud					Tuxá	I	E	SIL
tue	A	SIL	tue					Tuyuca	I	L	SIL
tuf	A	SIL	tuf					Central Tunebo	I	L	SIL
tug	A	SIL	tug					Tunia	I	L	SIL
tuh	A	SIL	tuh					Taulil	I	L	SIL
tui	A	SIL	tui					Tupuri	I	L	SIL
tuj	A	SIL	tuj					Tugutil	I	L	SIL
tuk	A	JAC	tuk	tuk			tk	Turkmen	I	L	SIL
tul	A	SIL	tul					Tula	I	L	SIL
tum	A	JAC	tum	tum				Tumbuka	I	L	SIL
tun	A	SIL	tun					Tunica	I	E	SIL
tuo	A	SIL	tuo					Tucano	I	L	SIL
tup	A	JAC		tup				Tupi languages	C	Genetic	
tuq	A	SIL	tuq					Tedaga	I	L	SIL
tur	A	JAC	tur	tur			tr	Turkish	I	L	SIL
tus	A	SIL	tus					Tuscarora	I	L	SIL
tut	A	JAC		tut				Altaic languages	C	Genetic	
tuu	A	SIL	tuu					Tututni	I	L	SIL
tuv	A	SIL	tuv					Turkana	I	L	SIL
tuw	A	JAC5		tuw				Tungus languages	C	Genetic	
tux	A	SIL	tux					Tuxináwa	I	E	SIL
tuy	A	SIL	tuy					Tugen	I	L	SIL
tuz	A	SIL	tuz					Turka	I	L	SIL
tva	A	SIL	tva					Vaghua	I	L	SIL
tvd	A	SIL	tvd					Tsuvadi	I	L	SIL
tve	A	SIL	tve					Te'un	I	L	SIL
tvk	A	SIL	tvk					Southeast Ambrym	I	L	SIL
tvl	A	JAC	tvl	tvl				Tuvalu	I	L	SIL
tvm	A	SIL	tvm					Tela-Masbuar	I	L	SIL
tvn	A	SIL	tvn					Tavoyan	I	L	SIL
tvo	A	SIL	tvo					Tidore	I	L	SIL
tvs	A	SIL	tvs					Taveta	I	L	SIL
tvt	A	SIL	tvt					Tutsa Naga	I	L	SIL
tvu	A	SIL	tvu					Tunen	I	L	
tvw	A	SIL	tvw					Sedoa	I	L	SIL
tvy	A	SIL	tvy					Timor Pidgin	I	E	SIL
twa	A	SIL	twa					Twana	I	E	SIL
twb	A	SIL	twb					Western Tawbuid	I	L	SIL
twc	A	SIL	twc					Teshenawa	I	E	SIL
twd	A	SIL	twd					Twents	I	L	SIL
twe	A	SIL	twe					Tewa (Indonesia)	I	L	SIL
twf	A	SIL	twf					Northern Tiwa	I	L	SIL
twg	A	SIL	twg					Tereweng	I	L	SIL
twh	A	SIL	twh					Tai Dón	I	L	SIL
twi	A	JAC	twi	twi			tw	Twi	I	L	
twl	A	SIL	twl					Tawara	I	L	SIL
twm	A	SIL	twm					Tawang Monpa	I	L	SIL
twn	A	SIL	twn					Twendi	I	L	SIL
two	A	SIL	two					Tswapong	I	L	SIL
twp	A	SIL	twp					Ere	I	L	SIL
twq	A	SIL	twq					Tasawaq	I	L	SIL
twr	A	SIL	twr					Southwestern Tarahumara	I	L	SIL
twt	A	SIL	twt					Turiwára	I	E	SIL
twu	A	SIL	twu					Termanu	I	L	SIL
tww	A	SIL	tww					Tuwari	I	L	SIL
twx	A	SIL	twx					Tewe	I	L	SIL
twy	A	SIL	twy					Tawoyan	I	L	SIL
txa	A	SIL	txa					Tombonuo	I	L	SIL
txb	A	LL	txb					Tokharian B	I	A	
txc	A	LL	txc					Tsetsaut	I	E	
txe	A	SIL	txe					Totoli	I	L	SIL
txg	A	LL	txg					Tangut	I	A	
txh	A	LL	txh					Thracian	I	A	
txi	A	SIL	txi					Ikpeng	I	L	SIL
txm	A	SIL	txm					Tomini	I	L	SIL
txn	A	SIL	txn					West Tarangan	I	L	SIL
txo	A	SIL	txo					Toto	I	L	SIL
txq	A	SIL	txq					Tii	I	L	SIL
txr	A	LL	txr					Tartessian	I	A	
txs	A	SIL	txs					Tonsea	I	L	SIL
txt	A	SIL	txt					Citak	I	L	SIL
txu	A	SIL	txu					Kayapó	I	L	SIL
txx	A	SIL	txx					Tatana	I	L	SIL
txy	A	SIL	txy					Tanosy Malagasy	I	L	SIL
tya	A	SIL	tya					Tauya	I	L	SIL
tye	A	SIL	tye					Kyenga	I	L	SIL
tyh	A	SIL	tyh					O'du	I	L	SIL
tyi	A	SIL	tyi					Teke-Tsaayi	I	L	SIL
tyj	A	SIL	tyj					Tai Do	I	L	SIL
tyl	A	SIL	tyl					Thu Lao	I	L	SIL
tyn	A	SIL	tyn					Kombai	I	L	SIL
typ	A	SIL	typ					Thaypan	I	E	SIL
tyr	A	SIL	tyr					Tai Daeng	I	L	SIL
tys	A	SIL	tys					Tày Sa Pa	I	L	SIL
tyt	A	SIL	tyt					Tày Tac	I	L	SIL
tyu	A	SIL	tyu					Kua	I	L	SIL
tyv	A	JAC	tyv	tyv				Tuvinian	I	L	SIL
tyx	A	SIL	tyx					Teke-Tyee	I	L	SIL
tyz	A	SIL	tyz					Tày	I	L	SIL
tza	A	SIL	tza					Tanzanian Sign Language	I	L	SIL
tzb	R	SIL	tzb					Bachajón Tzeltal	I	L	
tzc	R	SIL	tzc					Chamula Tzotzil	I	L	
tze	R	SIL	tze					Chenalhó Tzotzil	I	L	
tzh	A	SIL	tzh					Tzeltal	I	L	SIL
tzj	A	SIL	tzj					Tz'utujil	I	L	SIL
tzm	A	SIL	tzm					Central Atlas Tamazight	I	L	SIL
tzn	A	SIL	tzn					Tugun	I	L	SIL
tzo	A	SIL	tzo					Tzotzil	I	L	SIL
tzs	R	SIL	tzs					San Andrés Larrainzar Tzotzil	I	L	
tzt	R	SIL	tzt					Western Tzutujil	I	L	
tzu	R	SIL	tzu					Huixtán Tzotzil	I	L	
tzx	A	SIL	tzx					Tabriak	I	L	SIL
tzz	R	SIL	tzz					Zinacantán Tzotzil	I	L	
uam	A	SIL	uam					Uamué	I	E	SIL
uan	A	SIL	uan					Kuan	I	L	SIL
uar	A	SIL	uar					Tairuma	I	L	SIL
uba	A	SIL	uba					Ubang	I	L	SIL
ubi	A	SIL	ubi					Ubi	I	L	SIL
ubl	A	SIL	ubl					Buhi'non Bikol	I	L	
ubm	R	SIL	ubm					Upper Baram Kenyah	I	L	
ubr	A	SIL	ubr					Ubir	I	L	SIL
ubu	A	SIL	ubu					Umbu-Ungu	I	L	SIL
uby	A	SIL	uby					Ubykh	I	E	SIL
uda	A	SIL	uda					Uda	I	L	SIL
ude	A	SIL	ude					Udihe	I	L	SIL
udg	A	SIL	udg					Muduga	I	L	SIL
udi	A	SIL	udi					Udi	I	L	SIL
udj	A	SIL	udj					Ujir	I	L	SIL
udl	A	SIL	udl					Wuzlam	I	L	SIL
udm	A	JAC	udm	udm				Udmurt	I	L	SIL
udu	A	SIL	udu					Uduk	I	L	SIL
ues	A	SIL	ues					Kioko	I	L	SIL
ufi	A	SIL	ufi					Ufim	I	L	SIL
uga	A	JAC	uga	uga				Ugaritic	I	A	LL
ugb	A	SIL	ugb					Kuku-Ugbanh	I	E	SIL
uge	A	SIL	uge					Ughele	I	L	SIL
ugn	A	SIL	ugn					Ugandan Sign Language	I	L	SIL
ugo	A	SIL	ugo					Ugong	I	L	SIL
ugy	A	SIL	ugy					Uruguayan Sign Language	I	L	SIL
uha	A	SIL	uha					Uhami	I	L	SIL
uhn	A	SIL	uhn					Damal	I	L	SIL
uig	A	JAC	uig	uig			ug	Uighur	I	L	SIL
uis	A	SIL	uis					Uisai	I	L	SIL
uiv	A	SIL	uiv					Iyive	I	L	SIL
uji	A	SIL	uji					Tanjijili	I	L	SIL
uka	A	SIL	uka					Kaburi	I	L	SIL
ukg	A	SIL	ukg					Ukuriguma	I	L	SIL
ukh	A	SIL	ukh					Ukhwejo	I	L	SIL
ukl	A	SIL	ukl					Ukrainian Sign Language	I	L	SIL
ukp	A	SIL	ukp					Ukpe-Bayobiri	I	L	SIL
ukq	A	SIL	ukq					Ukwa	I	L	SIL
ukr	A	JAC	ukr	ukr			uk	Ukrainian	I	L	SIL
uks	A	SIL	uks					Urubú-Kaapor Sign Language	I	L	SIL
uku	A	SIL	uku					Ukue	I	L	SIL
ukw	A	SIL	ukw					Ukwuani-Aboh-Ndoni	I	L	SIL
uky	A	LL	uky					Kuuk-Yak	I	E	
ula	A	SIL	ula					Fungwa	I	L	SIL
ulb	A	SIL	ulb					Ulukwumi	I	L	SIL
ulc	A	SIL	ulc					Ulch	I	L	SIL
ulf	A	SIL	ulf					Usku	I	L	SIL
uli	A	SIL	uli					Ulithian	I	L	SIL
ulk	A	SIL	ulk					Meriam	I	L	SIL
ull	A	SIL	ull					Ullatan	I	L	SIL
ulm	A	SIL	ulm					Ulumanda'	I	L	SIL
uln	A	SIL	uln					Unserdeutsch	I	L	SIL
ulu	A	SIL	ulu					Uma' Lung	I	L	SIL
ulw	A	SIL	ulw					Ulwa	I	L	
uma	A	SIL	uma					Umatilla	I	L	SIL
umb	A	JAC	umb	umb				Umbundu	I	L	SIL
umc	A	LL	umc					Marrucinian	I	A	
umd	A	SIL	umd					Umbindhamu	I	E	SIL
umg	A	SIL	umg					Umbuygamu	I	E	SIL
umi	A	SIL	umi					Ukit	I	L	SIL
umm	A	SIL	umm					Umon	I	L	SIL
umn	A	SIL	umn					Makyan Naga	I	L	SIL
umo	A	SIL	umo					Umotína	I	E	SIL
ump	A	SIL	ump					Umpila	I	L	SIL
umr	A	SIL	umr					Umbugarla	I	E	SIL
ums	A	SIL	ums					Pendau	I	L	SIL
umu	A	SIL	umu					Munsee	I	L	SIL
una	A	SIL	una					North Watut	I	L	SIL
und	A	JAC	und	und				Undetermined	S	S	
une	A	SIL	une					Uneme	I	L	SIL
ung	A	SIL	ung					Ngarinyin	I	L	SIL
unk	A	SIL	unk					Enawené-Nawé	I	L	SIL
unm	A	SIL	unm					Unami	I	E	SIL
